AriaId,WindowId,FileName,AriaOpera,AriaLabel,AriaName,Act,Scene,ActAndScene,Year,Composer,Harmony_Analysis_Available
0791,0,/home/federico/galuppi-perez/data/corpus/xml/Dem18M-La_destra-1752-Perez[2.11][0791].xml,Dem,Dem18M,La_destra,2,11,211,1752,Davide Perez,1
1227,0,/home/federico/galuppi-perez/data/corpus/xml/Dem18M-La_destra-1758-Galuppi[2.11][1227].xml,Dem,Dem18M,La_destra,2,11,211,1758,Baldassare Galuppi,1
0792,0,/home/federico/galuppi-perez/data/corpus/xml/Dem19M-Non_odi-1752-Perez[3.01][0792].xml,Dem,Dem19M,Non_odi,3,01,301,1752,Davide Perez,1
1228,0,/home/federico/galuppi-perez/data/corpus/xml/Dem19M-Non_odi-1758-Galuppi[3.01][1228].xml,Dem,Dem19M,Non_odi,3,01,301,1758,Baldassare Galuppi,1
0793,0,/home/federico/galuppi-perez/data/corpus/xml/Dem20M-Nel_tuo-1752-Perez[3.02][0793].xml,Dem,Dem20M,Nel_tuo,3,02,302,1752,Davide Perez,1
1229,0,/home/federico/galuppi-perez/data/corpus/xml/Dem20M-Nel_tuo-1758-Galuppi[3.02][1229].xml,Dem,Dem20M,Nel_tuo,3,02,302,1758,Baldassare Galuppi,1
0794,0,/home/federico/galuppi-perez/data/corpus/xml/Dem21M-Ah_che-1752-Perez[3.03][0794].xml,Dem,Dem21M,Ah_che,3,03,303,1752,Davide Perez,1
0093,0,/home/federico/galuppi-perez/data/corpus/xml/Dem22M-Misero_pargoletto-1752-Perez[3.05][0093].xml,Dem,Dem22M,Misero_pargoletto,3,05,305,1752,Davide Perez,1
0089,0,/home/federico/galuppi-perez/data/corpus/xml/Dem22M-Misero_pargoletto-1758-Galuppi[3.05][0089].xml,Dem,Dem22M,Misero_pargoletto,3,05,305,1758,Baldassare Galuppi,1
0795,0,/home/federico/galuppi-perez/data/corpus/xml/Dem23M-Odo_il-1752-Perez[3.06][0795].xml,Dem,Dem23M,Odo_il,3,06,306,1752,Davide Perez,1
1230,0,/home/federico/galuppi-perez/data/corpus/xml/Dem23M-Odo_il-1758-Galuppi[3.06][1230].xml,Dem,Dem23M,Odo_il,3,06,306,1758,Baldassare Galuppi,1
1243,0,/home/federico/galuppi-perez/data/corpus/xml/Dem24M-Che_mai-1749-Galuppi[3.07][1243].xml,Dem,Dem24M,Che_mai,3,07,307,1749,Baldassare Galuppi,1
0796,0,/home/federico/galuppi-perez/data/corpus/xml/Dem24M-Che_mai-1752-Perez[3.07][0796].xml,Dem,Dem24M,Che_mai,3,07,307,1752,Davide Perez,1
1231,0,/home/federico/galuppi-perez/data/corpus/xml/Dem24M-Che_mai-1758-Galuppi[3.07][1231].xml,Dem,Dem24M,Che_mai,3,07,307,1758,Baldassare Galuppi,1
0797,0,/home/federico/galuppi-perez/data/corpus/xml/Dem25M-Non_dura-1752-Perez[3.08][0797].xml,Dem,Dem25M,Non_dura,3,08,308,1752,Davide Perez,1
1238,0,/home/federico/galuppi-perez/data/corpus/xml/Dem25M-Non_dura-1758-Galuppi[3.08][1238].xml,Dem,Dem25M,Non_dura,3,08,308,1758,Baldassare Galuppi,1
0778,0,/home/federico/galuppi-perez/data/corpus/xml/Dem75X-Nel_dolci-1752-Perez[1.04][0778].xml,Dem,Dem75X,Nel_dolci,1,04,104,1752,Davide Perez,1
0485,0,/home/federico/galuppi-perez/data/corpus/xml/Did02M-Diro_che-1752-Galuppi[1.03][0485].xml,Did,Did02M,Diro_che,1,03,103,1752,Baldassare Galuppi,1
0233,0,/home/federico/galuppi-perez/data/corpus/xml/Did02M-Diro_che-1753-Perez[1.03][0233].xml,Did,Did02M,Diro_che,1,03,103,1753,Davide Perez,1
0667,0,/home/federico/galuppi-perez/data/corpus/xml/Did02M-Diro_che-1764-Galuppi[1.03][0667].xml,Did,Did02M,Diro_che,1,03,103,1764,Baldassare Galuppi,1
1144,0,/home/federico/galuppi-perez/data/corpus/xml/Did03M-Son_regina-1752-Galuppi[1.05][1144].xml,Did,Did03M,Son_regina,1,05,105,1752,Baldassare Galuppi,1
0033,0,/home/federico/galuppi-perez/data/corpus/xml/Did03M-Son_regina-1753-Perez[1.05][0033].xml,Did,Did03M,Son_regina,1,05,105,1753,Davide Perez,1
0809,0,/home/federico/galuppi-perez/data/corpus/xml/Did03M-Son_regina-1764-Galuppi[1.05][0809].xml,Did,Did03M,Son_regina,1,05,105,1764,Baldassare Galuppi,1
1147,0,/home/federico/galuppi-perez/data/corpus/xml/Did04M-Tu_mi_scorgi-1752-Galuppi[1.06][1147].xml,Did,Did04M,Tu_mi_scorgi,1,06,106,1752,Baldassare Galuppi,1
0235,0,/home/federico/galuppi-perez/data/corpus/xml/Did04M-Tu_mi_scorgi-1753-Perez[1.06][0235].xml,Did,Did04M,Tu_mi_scorgi,1,06,106,1753,Davide Perez,1
0684,0,/home/federico/galuppi-perez/data/corpus/xml/Did04M-Tu_mi_scorgi-1764-Galuppi[1.06][0684].xml,Did,Did04M,Tu_mi_scorgi,1,06,106,1764,Baldassare Galuppi,1
0236,0,/home/federico/galuppi-perez/data/corpus/xml/Did05M-Fra_lo-1753-Perez[1.07][0236].xml,Did,Did05M,Fra_lo,1,07,107,1753,Davide Perez,1
0685,0,/home/federico/galuppi-perez/data/corpus/xml/Did05M-Fra_lo-1764-Galuppi[1.07][0685].xml,Did,Did05M,Fra_lo,1,07,107,1764,Baldassare Galuppi,1
0244,0,/home/federico/galuppi-perez/data/corpus/xml/Did06M-Se_dalle-1753-Perez[1.13][0244].xml,Did,Did06M,Se_dalle,1,13,113,1753,Davide Perez,1
0686,0,/home/federico/galuppi-perez/data/corpus/xml/Did06M-Se_dalle-1764-Galuppi[1.08][0686].xml,Did,Did06M,Se_dalle,1,08,108,1764,Baldassare Galuppi,1
0488,0,/home/federico/galuppi-perez/data/corpus/xml/Did07M-Quando_saprai-1752-Galuppi[1.08][0488].xml,Did,Did07M,Quando_saprai,1,08,108,1752,Baldassare Galuppi,1
0239,0,/home/federico/galuppi-perez/data/corpus/xml/Did07M-Quando_saprai-1753-Perez[1.09][0239].xml,Did,Did07M,Quando_saprai,1,09,109,1753,Davide Perez,1
0767,0,/home/federico/galuppi-perez/data/corpus/xml/Did07M-Quando_saprai-1764-Galuppi[1.10][0767].xml,Did,Did07M,Quando_saprai,1,10,110,1764,Baldassare Galuppi,1
1165,0,/home/federico/galuppi-perez/data/corpus/xml/Did08M-Ogni_amator-1752-Galuppi[2.10][1165].xml,Did,Did08M,Ogni_amator,2,10,210,1752,Baldassare Galuppi,1
0241,0,/home/federico/galuppi-perez/data/corpus/xml/Did09M-Son_quel-1753-Perez[1.12][0241].xml,Did,Did09M,Son_quel,1,12,112,1753,Davide Perez,1
0245,0,/home/federico/galuppi-perez/data/corpus/xml/Did11M-Tu_mi_disarmi-1753-Perez[1.16][0245].xml,Did,Did11M,Tu_mi_disarmi,1,16,116,1753,Davide Perez,1
0687,0,/home/federico/galuppi-perez/data/corpus/xml/Did11M-Tu_mi_disarmi-1764-Galuppi[1.16][0687].xml,Did,Did11M,Tu_mi_disarmi,1,16,116,1764,Baldassare Galuppi,1
1145,0,/home/federico/galuppi-perez/data/corpus/xml/Did12M-Non_ha-1752-Galuppi[1.17][1145].xml,Did,Did12M,Non_ha,1,17,117,1752,Baldassare Galuppi,1
0017,0,/home/federico/galuppi-perez/data/corpus/xml/Did12M-Non_ha-1753-Perez[1.17][0017].xml,Did,Did12M,Non_ha,1,17,117,1753,Davide Perez,1
0773,0,/home/federico/galuppi-perez/data/corpus/xml/Did12M-Non_ha-1764-Galuppi[1.17][0773].xml,Did,Did12M,Non_ha,1,17,117,1764,Baldassare Galuppi,1
1146,0,/home/federico/galuppi-perez/data/corpus/xml/Did13M-Se_resto-1752-Galuppi[1.18][1146].xml,Did,Did13M,Se_resto,1,18,118,1752,Baldassare Galuppi,1
0105,0,/home/federico/galuppi-perez/data/corpus/xml/Did13M-Se_resto-1753-Perez[1.18][0105].xml,Did,Did13M,Se_resto,1,18,118,1753,Davide Perez,1
0109,0,/home/federico/galuppi-perez/data/corpus/xml/Did13M-Se_resto-1764-Galuppi[1.18][0109].xml,Did,Did13M,Se_resto,1,18,118,1764,Baldassare Galuppi,1
0688,0,/home/federico/galuppi-perez/data/corpus/xml/Did14M-Pensa_che-1764-Galuppi[2.01][0688].xml,Did,Did14M,Pensa_che,2,01,201,1764,Baldassare Galuppi,1
0493,0,/home/federico/galuppi-perez/data/corpus/xml/Did16M-Ardi_per-1752-Galuppi[2.01][0493].xml,Did,Did16M,Ardi_per,2,01,201,1752,Baldassare Galuppi,1
0506,0,/home/federico/galuppi-perez/data/corpus/xml/Did18M-Ah_non_lasciarmi-1752-Galuppi[2.04][0506].xml,Did,Did18M,Ah_non_lasciarmi,2,04,204,1752,Baldassare Galuppi,1
0034,0,/home/federico/galuppi-perez/data/corpus/xml/Did18M-Ah_non_lasciarmi-1753-Perez[2.06][0034].xml,Did,Did18M,Ah_non_lasciarmi,2,06,206,1753,Davide Perez,1
0798,0,/home/federico/galuppi-perez/data/corpus/xml/Did18M-Ah_non_lasciarmi-1764-Galuppi[2.07][0798].xml,Did,Did18M,Ah_non_lasciarmi,2,07,207,1764,Baldassare Galuppi,1
0250,0,/home/federico/galuppi-perez/data/corpus/xml/Did19M-Vedi_nel-1753-Perez[2.07][0250].xml,Did,Did19M,Vedi_nel,2,07,207,1753,Davide Perez,1
0515,0,/home/federico/galuppi-perez/data/corpus/xml/Did20M-Fosca_nube-1752-Galuppi[2.06][0515].xml,Did,Did20M,Fosca_nube,2,06,206,1752,Baldassare Galuppi,1
0252,0,/home/federico/galuppi-perez/data/corpus/xml/Did20M-Fosca_nube-1753-Perez[2.08][0252].xml,Did,Did20M,Fosca_nube,2,08,208,1753,Davide Perez,1
0769,0,/home/federico/galuppi-perez/data/corpus/xml/Did20M-Fosca_nube-1764-Galuppi[2.09][0769].xml,Did,Did20M,Fosca_nube,2,09,209,1764,Baldassare Galuppi,1
1148,0,/home/federico/galuppi-perez/data/corpus/xml/Did21M-Tacero_se-1752-Galuppi[2.08][1148].xml,Did,Did21M,Tacero_se,2,08,208,1752,Baldassare Galuppi,1
0665,0,/home/federico/galuppi-perez/data/corpus/xml/Did23M-Veggio_la-1752-Galuppi[X.XX][0665].xml,Did,Did23M,Veggio_la,X,XX,XXX,1752,Baldassare Galuppi,1
1161,0,/home/federico/galuppi-perez/data/corpus/xml/Did24M-Chiamami_pur-1752-Galuppi[2.13][1161].xml,Did,Did24M,Chiamami_pur,2,13,213,1752,Baldassare Galuppi,1
0256,0,/home/federico/galuppi-perez/data/corpus/xml/Did24M-Chiamami_pur-1753-Perez[2.15][0256].xml,Did,Did24M,Chiamami_pur,2,15,215,1753,Davide Perez,1
1166,0,/home/federico/galuppi-perez/data/corpus/xml/Did25M-Va_lusingando-1752-Galuppi[2.14][1166].xml,Did,Did25M,Va_lusingando,2,14,214,1752,Baldassare Galuppi,1
1162,0,/home/federico/galuppi-perez/data/corpus/xml/Did28M-Quando_londa-1752-Galuppi[3.05][1162].xml,Did,Did28M,Quando_londa,3,05,305,1752,Baldassare Galuppi,1
0666,0,/home/federico/galuppi-perez/data/corpus/xml/Did29M-A_trionfar-1752-Galuppi[3.06][0666].xml,Did,Did29M,A_trionfar,3,06,306,1752,Baldassare Galuppi,1
0268,0,/home/federico/galuppi-perez/data/corpus/xml/Did30M-Nel_duol-1753-Perez[3.08][0268].xml,Did,Did30M,Nel_duol,3,08,308,1753,Davide Perez,1
0689,0,/home/federico/galuppi-perez/data/corpus/xml/Did30M-Nel_duol-1764-Galuppi[3.06][0689].xml,Did,Did30M,Nel_duol,3,06,306,1764,Baldassare Galuppi,1
1159,0,/home/federico/galuppi-perez/data/corpus/xml/Did31M-Va_crescendo-1752-Galuppi[3.08][1159].xml,Did,Did31M,Va_crescendo,3,08,308,1752,Baldassare Galuppi,1
0267,0,/home/federico/galuppi-perez/data/corpus/xml/Did31M-Va_crescendo-1753-Perez[3.09][0267].xml,Did,Did31M,Va_crescendo,3,09,309,1753,Davide Perez,1
0772,0,/home/federico/galuppi-perez/data/corpus/xml/Did31M-Va_crescendo-1764-Galuppi[3.06][0772].xml,Did,Did31M,Va_crescendo,3,06,306,1764,Baldassare Galuppi,1
1167,0,/home/federico/galuppi-perez/data/corpus/xml/Did33M-Cadra_fra-1752-Galuppi[3.17][1167].xml,Did,Did33M,Cadra_fra,3,17,317,1752,Baldassare Galuppi,1
0129,0,/home/federico/galuppi-perez/data/corpus/xml/Did33M-Cadra_fra-1753-Perez[3.18][0129].xml,Did,Did33M,Cadra_fra,3,18,318,1753,Davide Perez,1
0130,0,/home/federico/galuppi-perez/data/corpus/xml/Did33M-Cadra_fra-1764-Galuppi[3.16][0130].xml,Did,Did33M,Cadra_fra,3,16,316,1764,Baldassare Galuppi,1
0774,0,/home/federico/galuppi-perez/data/corpus/xml/Did34M-Vado_ma-1764-Galuppi[3.17][0774].xml,Did,Did34M,Vado_ma,3,17,317,1764,Baldassare Galuppi,1
0832,0,/home/federico/galuppi-perez/data/corpus/xml/Did38M-Vorrei_disciogliere-1764-Galuppi[3.04][0832].xml,Did,Did38M,Vorrei_disciogliere,3,04,304,1764,Baldassare Galuppi,1
0516,0,/home/federico/galuppi-perez/data/corpus/xml/Did41M-La_caduta-1752-Galuppi[3.02][0516].xml,Did,Did41M,La_caduta,3,02,302,1752,Baldassare Galuppi,1
0249,0,/home/federico/galuppi-perez/data/corpus/xml/Did55M-Non_so-1753-Perez[2.04][0249].xml,Did,Did55M,Non_so,2,04,204,1753,Davide Perez,1
0253,0,/home/federico/galuppi-perez/data/corpus/xml/Did56X-Nell_affano-1753-Perez[2.11][0253].xml,Did,Did56X,Nell_affano,2,11,211,1753,Davide Perez,1
0255,0,/home/federico/galuppi-perez/data/corpus/xml/Did57M-Zen-Fra_tutte-1753-Perez[2.12][0255].xml,Did,Did57M-Zen,Fra_tutte,2,12,212,1753,Davide Perez,1
0258,0,/home/federico/galuppi-perez/data/corpus/xml/Did58X-Infelice_abbandonata-1753-Perez[2.16][0258].xml,Did,Did58X,Infelice_abbandonata,2,16,216,1753,Davide Perez,1
0263,0,/home/federico/galuppi-perez/data/corpus/xml/Did59X-Quel_nocchier-1753-Perez[3.03][0263].xml,Did,Did59X,Quel_nocchier,3,03,303,1753,Davide Perez,1
0261,0,/home/federico/galuppi-perez/data/corpus/xml/Did60X-Teneri_affetti-1753-Perez[3.07][0261].xml,Did,Did60X,Teneri_affetti,3,07,307,1753,Davide Perez,1
0768,0,/home/federico/galuppi-perez/data/corpus/xml/Did65X-Non_fara-1764-Galuppi[2.05][0768].xml,Did,Did65X,Non_fara,2,05,205,1764,Baldassare Galuppi,1
0770,0,/home/federico/galuppi-perez/data/corpus/xml/Did66X-Per_pieta-1764-Galuppi[2.12][0770].xml,Did,Did66X,Per_pieta,2,12,212,1764,Baldassare Galuppi,1
0831,0,/home/federico/galuppi-perez/data/corpus/xml/Did67X-Deh_resta-1764-Galuppi[2.15][0831].xml,Did,Did67X,Deh_resta,2,15,215,1764,Baldassare Galuppi,1
0771,0,/home/federico/galuppi-perez/data/corpus/xml/Did68X-La_face-1764-Galuppi[3.05][0771].xml,Did,Did68X,La_face,3,05,305,1764,Baldassare Galuppi,1
0247,0,/home/federico/galuppi-perez/data/corpus/xml/Did93X-Sho_la-1753-Perez[2.01][0247].xml,Did,Did93X,Sho_la,2,01,201,1753,Davide Perez,1
