Id,First_phrase_measure,First_phrase_length
1304,24.0,31.0
1305,21.0,38.0
1306,18.0,29.0
1307,1.0,12.0
1308,20.0,48.0
1309,,18.0
1310,12.0,23.0
1311,13.0,28.0
1312,14.0,26.0
1313,26.0,32.0
1314,23.0,27.0
1315,28.0,41.0
1316,18.0,37.0
1317,4.0,11.0
1318,,29.0
1319,3.0,12.0
1320,8.0,23.0
1321,9.0,31.0
1322,21.0,38.0
1323,23.0,49.0
1324,20.0,34.0
1325,19.0,14.0
1326,,28.0
1327,25.0,58.0
1328,17.0,30.0
1329,25.0,38.0
1330,25.0,45.0
1331,19.0,34.0
1332,24.0,38.0
1333,18.0,36.0
1334,11.0,21.0
1335,2.0,37.0
1336,14.0,17.0
1337,48.0,47.0
1338,2.0,18.0
1339,15.0,30.0
1340,8.0,23.0
1341,18.0,25.0
1342,14.0,31.0
1343,26.0,46.0
1344,18.0,25.0
1345,3.0,34.0
1346,25.0,50.0
1347,30.0,36.0
1348,40.0,41.0
1349,25.0,24.0
1350,,11.0
1351,6.5,14.5
1352,21.0,49.0
1353,12.0,60.0
1354,17.0,29.0
1355,11.0,28.0
1356,,57.0
1357,25.0,29.0
1358,5.0,6.0
1359,16.0,22.0
1360,2.0,22.0
1361,10.0,23.0
1362,10.0,29.0
1363,25.0,46.0
1364,3.0,39.0
1365,16.0,27.0
1366,12.0,57.0
1367,7.0,15.0
1368,17.0,48.0
1369,5.0,48.0
1370,18.0,27.0
1371,5.0,9.0
1372,7.0,13.0
1373,14.0,23.0
1374,16.0,31.0
1375,29.0,39.0
1376,23.0,35.0
1377,21.0,36.0
1378,16.0,23.0
1379,17.0,24.5
1380,18.0,40.0
1381,21.0,45.0
1382,11.0,22.5
1383,18.0,25.0
1384,17.0,23.0
1385,21.0,28.0
1386,22.0,24.0
1387,19.0,33.0
1388,18.0,28.0
1389,25.0,31.0
1390,16.0,21.0
1391,30.0,36.0
1392,24.0,18.0
1393,19.0,26.0
1394,14.0,21.0
1395,1.0,21.0
1396,21.0,22.0
1397,18.0,46.0
1398,8.0,10.5
1399,8.0,18.0
1400,15.0,35.0
1401,7.0,10.5
1402,16.0,25.0
1403,20.0,52.0
1404,20.0,62.0
1405,,38.0
1406,23.0,39.0
1407,10.0,15.0
1408,18.0,38.0
1409,,59.0
1410,17.0,21.0
1411,22.0,35.0
1412,16.0,27.0
1413,21.0,27.0
1414,28.0,30.0
1415,34.0,46.0
1416,18.0,27.0
1417,6.0,14.0
1418,16.0,36.0
1419,16.0,31.5
1420,16.0,30.0
1421,11.0,9.5
1422,13.0,23.0
1423,33.0,70.0
1424,20.0,29.0
1425,22.0,33.0
1426,28.0,29.0
1427,11.5,9.0
1428,11.0,16.5
1429,18.0,23.0
1430,6.0,23.0
1431,,36.0
1432,25.0,43.0
1433,12.0,58.0
1434,,17.0
1435,,41.0
1436,,47.0
1437,19.0,36.0
1438,27.0,35.0
1439,19.0,27.0
1440,16.0,31.0
1441,20.0,40.0
1442,18.0,17.0
1443,,16.0
1444,14.0,23.0
1445,,10.0
1446,18.0,27.0
1447,,39.0
1448,11.0,23.0
1449,21.0,29.0
1450,21.0,34.0
1451,26.0,22.0
1452,1.0,26.0
1453,10.0,29.0
1454,6.0,24.0
1455,9.0,19.0
1456,7.0,11.0
1457,21.0,22.0
1458,29.0,50.0
1459,18.0,21.0
1460,,30.0
1461,26.0,28.0
1462,30.0,45.0
1463,20.0,30.0
1464,22.0,29.0
1465,18.0,18.0
1466,,17.0
1467,22.0,21.0
1468,6.0,25.0
1469,24.0,34.0
1470,22.0,27.0
1471,13.0,19.0
1472,24.0,40.0
1473,,21.0
1474,24.0,38.0
1475,10.0,27.0
1476,15.0,22.0
1477,25.0,6.0
1478,,30.0
1479,25.0,50.0
1480,11.0,17.5
1481,18.0,26.0
1482,14.0,15.0
1483,8.0,35.0
1484,21.0,32.0
1485,33.0,43.0
1486,7.0,14.0
1487,24.0,41.0
1488,25.0,45.0
1489,19.0,25.0
1490,33.0,49.0
1491,32.0,52.0
1492,25.0,31.0
1493,27.0,48.0
1494,26.0,38.0
1495,10.0,18.0
1496,21.0,41.0
1497,,55.0
1498,28.0,17.0
1499,40.0,32.0
1500,11.0,10.0
1501,27.0,20.0
1502,27.0,25.0
1503,15.0,13.0
1504,,31.0
1505,9.0,7.0
1506,16.0,12.0
1507,2.0,21.0
1508,30.0,12.0
1509,4.0,29.0
1510,12.0,27.0
1511,26.0,50.0
1512,14.0,23.0
1513,22.0,46.0
1514,25.0,33.0
1515,10.0,6.0
1516,52.0,7.0
1517,,9.0
1518,19.0,28.0
1519,22.0,42.0
1520,32.0,61.0
1521,2.0,37.0
1522,2.0,20.0
1523,11.0,13.0
1524,11.0,13.0
1525,8.0,13.0
1526,,13.0
1527,,5.0
1528,7.5,7.5
1529,21.0,26.0
1530,15.0,11.0
1531,5.5,8.5
1532,15.0,14.0
1533,3.0,4.5
1534,5.5,6.5
1535,12.0,11.0
1536,11.0,12.5
1537,6.0,18.0
1538,8.5,12.0
1539,3.5,8.5
1540,,14.0
1541,24.0,44.0
1542,21.0,34.0
1543,10.5,11.5
1544,17.0,19.5
1545,,31.0
1546,19.0,26.0
1547,15.0,14.5
1548,21.0,21.0
1549,25.0,35.0
1550,11.0,28.0
1551,9.0,21.0
1552,22.0,43.0
1553,9.0,56.0
1554,20.0,20.0
1555,19.0,30.5
1556,18.0,33.0
1557,22.0,39.0
1558,18.0,33.0
1559,22.0,38.0
1560,19.0,41.0
1561,,45.0
1562,,25.0
1563,26.0,45.0
1564,19.0,23.0
1565,10.0,21.0
1566,,65.0
1567,,37.0
1568,13.0,19.0
1569,16.0,38.0
1570,17.0,27.5
1571,25.0,42.0
1572,20.0,23.0
1573,27.0,38.0
1574,14.5,21.5
1575,8.0,2.0
1576,39.0,65.0
1577,18.0,27.0
1578,29.0,48.0
1579,13.0,20.5
1580,24.0,33.0
1581,21.0,40.0
1582,33.0,42.0
1583,9.0,11.0
1584,17.0,18.0
1585,22.0,40.0
1586,30.0,50.0
1587,12.0,31.0
1588,21.0,28.0
1589,2.0,55.0
1590,22.0,28.0
1591,11.0,26.0
1592,12.0,22.0
1593,9.0,35.0
1594,15.0,31.0
1595,,40.0
1596,5.0,33.0
1597,4.0,33.0
1598,27.0,47.0
1599,,41.0
1600,22.0,35.0
1601,19.0,29.0
1602,14.0,26.0
1603,28.0,36.0
1604,,46.0
1605,41.0,64.0
1606,47.0,71.0
1607,,56.0
1608,,72.0
1609,15.0,18.0
1610,,48.0
1611,,30.0
1612,35.0,50.0
1613,36.0,53.0
1614,2.0,28.0
1615,23.0,14.0
1616,33.0,52.0
1617,21.0,41.0
1618,20.0,32.0
1619,1.0,45.0
1620,17.0,17.0
1621,3.0,38.0
1622,19.0,34.0
1623,20.0,48.0
1624,26.0,24.0
1625,,31.0
1626,18.0,15.0
1627,6.0,2.0
1628,16.0,7.0
1629,5.0,21.0
1630,3.0,24.0
1631,13.0,13.0
1632,7.0,29.0
1633,16.0,8.0
1634,,14.0
1635,13.0,15.0
1636,8.0,25.0
1637,22.0,28.0
1638,,17.0
1639,25.0,30.0
1640,1.0,10.0
1641,13.0,36.0
1642,12.0,19.0
1643,4.0,17.0
1644,,22.0
1645,8.0,14.0
1646,,18.0
1647,9.0,22.0
1648,12.0,27.0
1649,1.5,20.0
1650,12.0,14.5
1651,19.0,27.0
1652,14.0,33.0
1653,10.5,17.5
1654,30.0,38.0
1655,,18.0
1656,23.0,27.0
1657,10.0,20.0
1658,19.0,26.0
1659,,20.0
1660,,13.0
1661,6.5,12.5
1662,,16.0
1663,12.0,29.0
1664,21.0,28.0
1665,25.0,40.0
1666,20.0,33.0
1667,19.0,31.0
1668,,21.5
1669,19.0,38.0
1670,2.0,32.0
1671,,24.0
1672,26.0,42.0
1673,18.0,40.0
1674,12.0,29.0
1675,23.0,38.0
1676,18.0,38.0
1677,22.0,43.0
1678,20.0,18.0
1679,1.0,50.0
1680,14.0,40.0
1681,19.0,12.0
1682,19.0,26.0
1683,5.0,39.0
1684,14.0,41.0
1685,24.0,39.0
1686,17.0,35.0
1687,22.0,36.0
1688,11.0,22.0
1689,11.0,19.0
1690,,56.0
1691,16.0,28.0
1692,15.0,23.0
1693,15.0,39.0
1694,11.0,30.0
1695,4.0,19.0
1696,4.0,29.0
1697,,34.0
1698,2.0,22.0
1699,,32.0
1700,22.0,34.0
1701,18.0,38.0
1702,9.0,37.0
1703,21.0,37.0
1704,23.0,36.0
1705,8.0,14.5
1706,19.0,31.0
1707,,32.0
1708,9.0,9.5
1709,18.0,32.0
1710,,40.0
1711,11.0,14.5
1712,21.0,34.0
1713,21.0,48.0
1714,18.0,21.0
1715,10.0,45.0
1716,,29.0
1717,16.0,12.0
1718,20.0,43.0
1719,9.0,23.0
1720,17.0,17.0
1721,5.0,12.5
1722,19.0,33.0
1723,10.0,12.0
1724,,22.0
1725,22.0,43.0
1726,11.0,20.0
1727,18.0,33.0
1728,20.0,17.0
1729,10.0,9.5
1730,8.0,50.0
1731,,15.0
1732,20.0,12.0
1733,26.0,31.0
1734,14.0,15.0
1735,9.0,8.0
1736,6.0,13.0
1737,,51.0
1738,24.0,40.0
1739,33.0,35.0
1740,4.0,59.0
1741,16.0,25.0
1742,12.0,35.0
1743,23.0,57.0
1744,9.0,8.0
1745,5.0,30.0
1746,4.0,19.0
1747,16.0,11.0
1748,33.0,32.0
1749,,31.0
1750,8.0,23.0
1751,,71.0
1752,11.0,40.0
1753,9.0,24.0
1754,10.0,9.0
1755,18.0,22.0
1756,10.0,16.5
1757,19.0,42.0
1758,,36.0
1759,15.0,35.0
1760,16.0,33.0
1761,26.0,27.0
1762,4.0,36.0
1763,17.0,31.0
1764,16.0,22.0
1765,27.0,28.0
1766,5.0,25.0
1767,16.0,19.0
1768,25.0,43.0
1769,9.0,33.0
1770,12.0,36.0
1771,22.0,25.0
1772,30.0,16.0
1773,20.0,26.0
1774,20.0,18.0
1775,23.0,45.0
1776,24.0,29.0
1777,17.0,
1778,25.0,35.0
1779,22.0,26.0
1780,29.0,32.0
1781,8.0,30.0
1782,4.0,16.0
1783,,32.0
1784,12.0,10.0
1785,8.0,16.5
1786,24.0,45.0
1787,22.0,29.0
1788,20.0,10.0
1789,13.0,33.0
1790,26.0,56.0
1791,18.0,25.0
1792,14.0,23.0
1793,19.0,48.0
1794,14.0,48.0
1795,,55.0
1796,22.0,45.0
1797,,38.0
1798,13.0,36.0
1799,19.0,29.0
1800,12.0,18.0
1801,19.0,25.0
1802,18.0,26.0
1803,11.5,15.5
1804,3.0,28.0
1805,4.0,20.0
1806,,53.0
1807,5.0,13.0
1808,13.0,41.0
1809,4.0,32.0
1810,12.0,36.0
1811,6.0,15.0
1812,4.0,13.0
1813,9.0,24.0
1814,13.0,31.0
1815,8.0,23.0
1816,10.0,51.0
1817,,22.0
1818,2.0,34.0
1819,,27.0
1820,20.0,39.0
1821,8.0,17.0
1822,3.0,29.0
1823,18.0,33.0
1824,16.0,23.0
1825,28.0,40.0
1826,18.0,36.0
1827,3.0,14.0
1828,23.0,34.0
1829,26.0,33.0
1830,5.0,12.0
1831,13.0,39.0
1832,15.0,38.0
1833,23.0,35.0
1834,15.0,9.0
1835,16.0,27.0
1836,,42.0
1837,23.0,26.0
1838,2.0,22.0
1839,,28.0
1840,,12.0
1841,30.0,56.0
1842,16.0,23.0
1843,,22.0
1844,15.0,42.0
1845,13.0,48.0
1846,10.0,20.0
1847,,35.0
1848,9.0,24.0
1849,6.0,31.0
1850,24.0,52.0
1851,27.0,39.0
1852,2.0,16.0
1853,26.0,49.0
1854,,44.0
1855,17.0,30.5
1856,19.0,37.0
1857,12.0,11.0
1858,22.0,32.0
1859,,23.0
1860,32.0,29.0
1861,13.0,35.0
1862,24.0,29.0
1863,19.0,35.0
1864,19.0,36.0
1865,,45.0
1866,22.0,30.0
1867,2.0,22.0
1868,39.0,55.0
1869,6.0,13.0
1870,12.0,7.0
1871,13.0,9.0
1872,12.0,8.0
1873,5.0,7.0
1874,24.0,32.0
1875,17.0,7.0
1876,14.0,17.0
1877,11.0,24.0
1878,17.0,39.0
1879,20.0,30.0
1880,9.0,12.0
1881,30.0,35.0
1882,21.0,17.0
1883,,4.0
1884,24.0,32.0
1885,25.0,43.0
1886,,15.0
1887,17.0,25.0
1888,42.0,36.0
1889,18.0,27.0
1890,18.0,44.0
1891,25.0,44.0
1892,1.0,15.0
1893,35.0,33.0
1894,,24.0
1895,,27.0
1896,2.0,23.0
1897,5.0,34.0
1898,,33.0
1899,15.0,26.0
1900,21.0,47.0
1901,3.0,11.0
1902,,29.0
1903,14.0,23.0
1904,27.0,33.0
1905,18.0,33.0
1906,14.0,11.0
1907,21.0,33.0
1908,18.0,20.0
1909,20.0,22.0
1910,18.0,27.0
1911,19.0,9.0
1912,20.0,35.0
1913,13.0,39.0
1914,17.0,25.0
1915,18.0,32.0
1916,,28.0
1917,27.0,48.0
1918,26.0,40.0
1919,,19.0
1920,29.0,46.0
1921,10.0,26.0
1922,2.0,29.0
1923,10.0,18.0
1924,1.0,20.0
1925,12.0,24.0
1926,24.0,33.0
1927,13.0,15.0
1928,12.0,27.0
1929,,14.0
1930,2.0,38.0
1931,3.0,5.0
1932,26.0,13.0
1933,,22.0
1934,4.0,10.5
1935,10.0,23.0
1936,15.0,22.5
1937,,17.0
1938,19.0,25.0
1939,14.0,29.0
1940,17.0,34.0
1941,,20.0
1942,18.0,31.0
1943,17.0,29.0
1944,22.0,33.0
1945,16.0,25.0
1946,,5.5
1947,27.0,33.0
1948,10.0,15.0
1949,6.5,14.5
1950,13.0,13.0
1951,17.0,35.0
1952,,6.0
1953,,14.0
1954,3.0,30.0
1955,27.0,54.0
1956,21.0,30.0
1957,2.0,51.0
1958,6.0,10.0
1959,,31.0
1960,26.0,26.0
1961,15.0,36.0
1962,7.0,3.5
1963,10.0,15.0
1964,30.0,54.0
1965,12.0,31.0
1966,14.0,12.0
1967,12.0,15.0
1968,19.5,28.5
1969,,34.0
1970,1.0,21.0
1971,26.0,17.0
1972,14.0,31.0
1973,1.0,30.0
1974,10.0,25.0
1975,17.0,19.0
1976,17.0,36.0
1977,7.0,8.0
1978,25.0,24.0
1979,24.0,40.0
1980,27.0,25.0
1981,16.0,21.0
1982,16.0,16.0
1983,2.0,16.0
1984,13.0,15.0
1985,3.0,50.0
1986,17.0,36.0
1987,22.0,39.0
1988,17.0,35.0
1989,19.0,25.5
1990,9.5,12.0
1991,19.0,15.0
1992,17.0,16.0
1993,19.0,42.0
1994,7.0,35.0
1995,9.0,38.0
1996,4.0,12.5
1997,21.0,55.0
1998,9.0,9.0
1999,9.5,9.5
2000,21.0,44.0
2001,,23.0
2002,23.0,17.0
2003,7.5,15.0
2004,,24.0
2005,15.0,25.0
2006,17.0,23.0
2007,14.0,11.0
2008,23.0,29.0
2009,9.0,27.0
2010,4.0,6.5
2011,20.0,25.0
2012,9.5,5.0
2013,12.0,24.0
2014,28.0,19.0
2015,21.0,24.0
2016,6.0,9.5
2017,20.0,41.0
2018,25.0,31.0
2019,18.0,29.0
2020,23.0,32.0
2021,16.0,26.0
2022,16.0,24.0
2023,15.0,30.0
2024,19.0,29.0
2025,6.5,4.5
2026,26.0,32.0
2027,40.0,29.0
2028,,10.5
2029,24.0,30.0
2030,22.0,31.0
2031,14.0,29.0
2032,12.5,8.5
2033,2.0,19.0
2034,6.5,14.5
2035,13.0,32.0
2036,,25.0
2037,30.0,36.0
2038,20.0,22.0
2039,14.0,26.0
2040,43.0,65.0
2041,11.0,16.0
2042,35.0,28.0
2043,18.0,16.0
2044,23.0,24.0
2045,24.0,22.0
2046,23.0,13.0
2047,17.0,16.0
2048,,15.0
2049,41.0,60.0
2050,14.0,36.0
2051,23.0,45.0
2052,24.0,46.0
2053,16.0,20.0
2054,23.0,31.0
2055,25.0,20.0
2056,17.0,33.0
2057,19.0,17.5
2058,34.0,43.0
2059,14.0,19.0
2060,11.0,13.0
2061,27.0,33.0
2062,23.0,34.0
2063,12.0,13.0
2064,30.0,27.0
2065,20.0,29.0
2066,18.0,21.0
2067,10.0,16.5
2068,,21.0
2069,16.5,13.5
2070,13.0,30.0
2071,6.0,9.5
2072,8.0,31.0
2073,28.0,32.0
2074,18.0,25.0
2075,,11.0
2076,12.0,11.5
2077,17.0,38.0
2078,7.0,6.5
2079,26.0,38.0
2080,12.0,13.0
2081,19.0,38.0
2082,15.0,18.0
2083,39.0,31.0
2084,9.0,15.5
2085,,15.0
2086,16.0,32.0
2087,22.0,30.0
2088,18.0,19.0
2089,20.0,29.0
2090,14.0,20.0
2091,10.0,18.0
2092,,29.0
2093,16.0,21.0
2094,21.0,27.0
2095,18.5,25.0
2096,13.0,68.0
2097,19.0,25.0
2098,24.0,31.0
2099,8.0,23.0
2100,12.0,19.5
2101,9.0,8.0
2102,22.0,41.0
2103,16.0,18.0
2104,31.0,50.0
2105,5.0,14.0
2106,27.0,24.0
2107,11.0,16.5
2108,13.5,9.0
2109,21.0,29.0
2110,21.0,37.0
2111,16.0,36.0
2112,18.0,20.0
2113,45.0,77.0
2114,6.0,21.0
2115,,23.0
2116,11.0,19.0
2117,13.0,16.5
2118,12.0,25.0
2119,7.0,12.5
2120,9.0,10.5
2121,8.0,20.0
2122,,42.0
2123,13.0,29.0
2124,13.0,18.0
2125,17.0,20.5
2126,,14.0
2127,10.0,20.0
2128,10.0,11.5
2129,,10.0
2130,,18.0
2131,20.0,27.0
2132,14.0,21.0
2133,11.0,20.0
2134,11.0,19.0
2135,8.0,23.5
2136,24.0,27.0
2137,19.0,18.0
2138,13.0,31.0
2139,15.0,24.0
2140,13.0,20.0
2141,10.0,22.0
2142,17.0,21.0
2143,14.0,34.0
2144,30.0,18.0
2145,2.0,23.0
2146,14.0,17.0
2147,13.0,15.0
2148,7.0,37.0
2149,20.0,17.0
2150,15.0,10.0
2151,7.0,10.5
2152,15.0,11.5
2153,14.0,11.0
2154,20.0,19.0
2155,12.0,24.0
2156,18.0,21.0
2157,24.0,17.0
2158,19.0,24.0
2159,13.5,12.5
2160,12.0,34.0
2161,31.0,36.0
2162,15.0,19.0
2163,15.0,25.0
2164,22.0,36.0
2165,23.0,26.0
2166,11.0,12.5
2167,11.0,27.0
2168,26.0,39.0
2169,42.0,50.0
2170,,16.0
2171,6.0,18.0
2172,,6.0
2173,11.0,20.0
2174,25.0,34.0
2175,9.0,13.5
2176,,7.0
2177,22.0,21.0
2178,18.0,17.0
2179,37.0,51.0
2180,2.5,5.5
2181,11.5,6.5
2182,24.0,23.0
2183,6.5,8.5
2184,9.0,12.0
2185,13.0,8.0
2186,12.0,17.0
2187,30.0,24.0
2188,20.0,35.0
2189,27.0,33.0
2190,27.0,32.0
2191,28.0,48.0
2192,9.0,12.0
2193,7.0,7.0
2194,32.0,48.0
2195,3.5,21.0
2196,8.5,14.5
2197,1.0,12.0
2198,27.0,33.0
2199,,28.0
2200,10.5,9.5
2201,30.0,36.0
2202,,38.0
2203,,43.0
2204,7.0,21.0
2205,24.0,27.0
2206,,14.0
2207,13.5,15.5
2208,0.5,17.0
2209,10.0,12.5
2210,10.0,13.5
2211,19.0,21.0
2212,23.0,34.0
2213,16.0,29.0
2214,12.5,20.5
2215,23.0,33.0
2216,6.0,22.0
2217,,13.5
2218,7.5,11.5
2219,8.0,26.5
2220,5.0,14.0
2221,26.0,27.0
2222,13.0,17.0
2223,10.0,14.0
2224,23.0,33.0
2225,27.0,33.0
2226,25.0,33.0
2227,9.0,23.0
2228,16.0,32.0
2229,34.0,70.0
2230,9.0,32.0
2231,26.0,26.0
2232,22.0,43.0
2233,8.0,40.0
2234,17.5,26.0
2235,9.0,24.0
2236,19.0,20.0
2237,28.0,31.0
2238,26.0,31.0
2239,3.0,33.0
2240,9.0,6.0
2241,10.0,15.0
2242,,
2243,,
2244,,
2245,,
2246,,
2247,,
2248,,
2249,,
2250,,
2251,,
2252,,
2253,,
2254,,
2255,,
2256,,
2257,,
2258,,
2259,,
2260,,
2261,,
2262,,
2263,,
2264,,
2265,,
2266,,
2267,,
2268,,
2269,,
2270,,
2271,,
2272,,
2273,,
2274,,
2275,,
2276,,
2277,,
2278,,
2279,,
2280,,
2281,,
2282,,
2283,,
2284,,
2285,,
2286,,
2287,,
2288,,
2289,,
2290,,
2291,,
2292,,
2293,,
2294,,
2295,,
2296,,
2297,,
2298,,
2299,,
2300,,
2301,,
2302,,
2303,,
2304,,
2305,,
2306,,
2307,,
2308,,
2309,,
2310,,
2311,,
2312,,
2313,,
2314,,
2315,,
2316,,
2317,,
2318,,
2319,,
2320,,
2321,,
2322,,
2323,,
2324,,
2325,,
2326,,
2327,,
2328,,
2329,,
2330,,
2331,,
2332,,
2333,,
2334,,
2335,,
2336,,
2337,,
2338,,
2339,,
2340,,
2341,,
2342,,
2343,,
2344,,
2345,,
2346,,
2347,,
2348,,
2349,,
2350,,
2351,,
2352,,
2353,,
2354,,
2355,,
2356,,
2357,,
2358,,
2359,,
2360,,
2361,,
2362,,
2363,,
2364,,
